Category,Consensus_S1,DASE_Final,S1_Acc,DASE_Acc,State,Commit_Reason,Steps,Final_X,Spatial_Cost,Alpha_Weight,Cost,Tokens,Duration,Infra_Noise,Infra_Noise_Rate
Frontier Math (AIME),"1, 1000","1,1000",0,0,STABLE,left_wall,8,-8,0.08,0.2,0.433045,86609,392.76,0,0.0
Frontier Math (AIME),empty,515,0,1,STABLE,right_wall,12,8,0.12,0.2,0.339255,67851,390.01,0,0.0
Frontier Math (AIME),empty,736,0,1,STABLE,left_wall,8,-8,0.08,0.2,0.327245,65449,376.6,0,0.0
Frontier Math (AIME),144,144,1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.700795,140159,682.96,0,0.0
Frontier Math (AIME),57,57,1,1,STABLE,left_wall,14,-8,0.14,0.2,0.44129,88258,631.2,0,0.0
Frontier Math (AIME),empty,118,0,1,UNSTABLE,fallback,15,5,0.15,0.2,0.46978,93956,494.4,0,0.0
Frontier Math (AIME),empty,295,0,1,UNSTABLE,fallback,15,3,0.15,0.2,0.68929,137858,701.49,0,0.0
Frontier Math (AIME),empty,empty,0,0,STABLE,right_wall,10,8,0.1,0.2,0.363695,72739,467.71,0,0.0
Frontier Math (AIME),108,108,1,1,STABLE,right_wall,14,8,0.14,0.2,0.41295,82590,437.66,0,0.0
Frontier Math (AIME),180,180,1,1,STABLE,right_wall,8,8,0.08,0.2,0.311365,62273,310.17,0,0.0
Frontier Math (AIME),150,150,1,1,STABLE,right_wall,12,8,0.12,0.2,0.25732,51464,331.27,0,0.0
Frontier Math (AIME),365,365,1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.567025,113405,528.67,0,0.0
Frontier Math (AIME),empty,empty,0,0,STABLE,right_wall,14,8,0.14,0.2,0.620465,124093,678.44,0,0.0
Frontier Math (AIME),empty,350,0,1,STABLE,right_wall,12,8,0.12,0.2,0.306295,61259,341.91,0,0.0
Frontier Math (AIME),empty,216,0,1,STABLE,left_wall,14,-8,0.14,0.2,0.51315,102630,610.45,0,0.0
Frontier Math (AIME),empty,120,0,1,STABLE,left_wall,10,-8,0.1,0.2,0.423515,84703,474.18,0,0.0
Frontier Math (AIME),empty,17,0,1,STABLE,right_wall,10,8,0.1,0.2,0.30634,61268,357.12,0,0.0
Frontier Math (AIME),33,33,1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.499705,99941,520.17,0,0.0
Frontier Math (AIME),(i/2) e^{iθ},"-, -, +, +, -, -, +, +, ...",0,0,STABLE,left_wall,8,-8,0.08,0.2,0.47367,94734,376.04,0,0.0
Frontier Math (AIME),empty,52,0,1,STABLE,right_wall,8,8,0.08,0.2,0.1659,33180,260.09,0,0.0
Frontier Math (AIME),empty,336,0,1,UNSTABLE,fallback,15,7,0.15,0.2,0.63296,126592,632.57,0,0.0
Frontier Math (AIME),empty,"0,10",0,0,STABLE,left_wall,8,-8,0.08,0.2,0.27565,55130,377.58,0,0.0
Frontier Math (AIME),empty,"30000, 50000",0,0,STABLE,left_wall,8,-8,0.08,0.2,0.343655,68731,365.38,0,0.0
Frontier Math (AIME),empty,89,0,1,STABLE,right_wall,12,8,0.12,0.2,0.424205,84841,458.34,0,0.0
Frontier Math (AIME),997,997,1,1,STABLE,right_wall,10,8,0.1,0.2,0.496125,99225,452.42,0,0.0
Frontier Math (AIME),empty,empty,0,0,STABLE,right_wall,8,8,0.08,0.2,0.21759,43518,386.12,0,0.0
Frontier Math (AIME),753,753,1,1,UNSTABLE,fallback,15,5,0.15,0.2,0.36761,73522,379.29,0,0.0
Frontier Math (AIME),"0,1,3,2",727,0,0,STABLE,left_wall,10,-8,0.1,0.2,0.426,85200,492.11,0,0.0
Frontier Math (AIME),676,676,1,1,STABLE,right_wall,10,8,0.1,0.2,0.405955,81191,438.03,0,0.0
Frontier Math (AIME),21,21,1,1,STABLE,right_wall,8,8,0.08,0.2,0.26004,52008,265.19,0,0.0
Frontier Math (AIME),"-s/2, s/2","0,1",0,0,STABLE,left_wall,8,-8,0.08,0.2,0.38804,77608,397.93,0,0.0
Frontier Math (AIME),463,463,1,1,STABLE,right_wall,12,8,0.12,0.2,0.477695,95539,476.55,0,0.0
Frontier Math (AIME),"1, k-1",2a + 2(j-1),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.254155,50831,354.47,0,0.0
Frontier Math (AIME),265,265,1,1,UNSTABLE,fallback,15,1,0.15,0.2,0.476575,95315,505.41,0,0.0
