Idx,Category,Qwen_Guess,Llama_Guess,Consensus_S1,DASE_Final,Qwen_Acc,Llama_Acc,Consensus_Acc,DASE_Acc,State,Steps,Cost,Duration,Infra_Noise,Infra_Noise_Rate
27,Frontier Math (AIME),empty,13 + 13 + 3 = 29,13 + 13 + 3 = 29,36,0,0,0,1,UNSTABLE,15,1.024226,822.01,0,0.0
28,Frontier Math (AIME),300,empty,300,300,1,0,1,1,STABLE,1,0.040046,35.21,0,0.0
29,Frontier Math (AIME),125,31,125,125,1,0,1,1,STABLE,8,0.529956,416.45,0,0.0
30,Frontier Math (AIME),913,913,913,913,1,1,1,1,STABLE,1,0.0461839999999999,37.64,0,0.0
31,Frontier Math (AIME),408,408,408,408,1,1,1,1,STABLE,1,0.0753279999999999,56.74,0,0.0
32,Frontier Math (AIME),560,560,560,560,1,1,1,1,STABLE,1,0.0571999999999999,43.56,0,0.0
33,Frontier Math (AIME),empty,empty,empty,695,0,0,0,1,STABLE,1,0.0849139999999999,74.01,0,0.0
34,Frontier Math (AIME),340,empty,340,340,1,0,1,1,STABLE,1,0.057734,41.6,0,0.0
35,Frontier Math (AIME),88,88,88,88,1,1,1,1,STABLE,1,0.025782,23.24,0,0.0
36,Frontier Math (AIME),625,empty,625,625,1,0,1,1,STABLE,1,0.074928,53.01,0,0.0
37,Frontier Math (AIME),729,empty,729,729,1,0,1,1,STABLE,1,0.06802,56.97,0,0.0
38,Frontier Math (AIME),259,empty,259,259,1,0,1,1,STABLE,1,0.0476619999999999,35.41,0,0.0
39,Frontier Math (AIME),489,931,489,489,1,0,1,1,STABLE,8,0.529322,507.24,0,0.0
40,Frontier Math (AIME),empty,empty,empty,69,0,0,0,0,UNSTABLE,15,1.00792,799.96,0,0.0
41,Frontier Math (AIME),empty,empty,empty,13,0,0,0,1,STABLE,12,0.351296,364.58,0,0.0
42,Frontier Math (AIME),200,empty,200,200,1,0,1,1,STABLE,1,0.04192,28.42,0,0.0
43,Frontier Math (AIME),79,empty,79,79,1,0,1,1,STABLE,1,0.040878,28.81,0,0.0
44,Frontier Math (AIME),463,empty,463,463,1,0,1,1,STABLE,1,0.0279159999999999,23.28,0,0.0
45,Frontier Math (AIME),94,empty,94,94,1,0,1,1,STABLE,1,0.0584219999999999,37.55,0,0.0
46,Frontier Math (AIME),empty,empty,empty,69,0,0,0,1,UNSTABLE,15,0.881232,690.15,0,0.0
47,Frontier Math (AIME),330,empty,330,330,1,0,1,1,STABLE,1,0.0404879999999999,29.04,0,0.0
48,Frontier Math (AIME),89,empty,89,89,1,0,1,1,UNSTABLE,15,1.089486,775.27,0,0.0
49,Frontier Math (AIME),the other middle one,empty,the other middle one,791,0,0,0,1,UNSTABLE,15,0.8617259999999999,740.8,0,0.0
50,Frontier Math (AIME),31,empty,31,31,1,0,1,1,STABLE,1,0.03573,47.47,0,0.0
51,Frontier Math (AIME),52,empty,52,52,1,0,1,1,STABLE,14,0.831324,886.22,0,0.0
52,Frontier Math (AIME),empty,empty,empty,"0.0625, 0.1875",0,0,0,0,STABLE,1,0.089082,58.98,0,0.0
53,Frontier Math (AIME),"0, 4000",184,"0, 4000",184,0,1,0,1,UNSTABLE,15,0.94461,752.29,0,0.0
54,Frontier Math (AIME),61,89,61,61,1,0,1,1,STABLE,8,0.371558,269.73,0,0.0
55,Frontier Math (AIME),empty,empty,empty,20540 * 4679,0,0,0,0,STABLE,1,0.0366719999999999,45.89,0,0.0
56,Frontier Math (AIME),empty,empty,empty,270,0,0,0,0,STABLE,1,0.090152,73.73,0,0.0
57,Frontier Math (AIME),61,empty,61,61,1,0,1,1,STABLE,1,0.0648359999999999,46.62,0,0.0
58,Frontier Math (AIME),936,empty,936,936,1,0,1,1,STABLE,1,0.0287139999999999,38.38,0,0.0
59,Frontier Math (AIME),450,empty,450,450,1,0,1,1,STABLE,1,0.06214,116.85,0,0.0
60,Frontier Math (AIME),a + b + 3uv s,3,a + b + 3uv s,3,0,0,0,0,STABLE,8,0.6401319999999999,432.67,0,0.0
61,Frontier Math (AIME),968,968,968,968,1,1,1,1,STABLE,1,0.013352,16.32,0,0.0
62,Frontier Math (AIME),106,empty,106,106,1,0,1,1,STABLE,1,0.026434,30.78,0,0.0
63,Frontier Math (AIME),empty,empty,empty,113,0,0,0,1,STABLE,9,0.42495,366.53,0,0.0
64,Frontier Math (AIME),561,empty,561,561,1,0,1,1,STABLE,1,0.028998,27.65,0,0.0
65,Frontier Math (AIME),p^2 + \frac{2888^2}{p^2} - \frac{109744}{p} + 361,37,p^2 + \frac{2888^2}{p^2} - \frac{109744}{p} + 361,98,0,0,0,1,UNSTABLE,15,0.938288,712.16,0,0.0
66,Frontier Math (AIME),308,empty,308,308,1,0,1,1,STABLE,1,0.0742719999999999,56.29,0,0.0
67,Frontier Math (AIME),"1, 1000",empty,"1, 1000","1,1000",0,0,0,0,UNSTABLE,15,0.6438419999999999,522.23,0,0.0
68,Frontier Math (AIME),empty,empty,empty,515,0,0,0,1,STABLE,9,0.4366839999999999,326.25,0,0.0
69,Frontier Math (AIME),empty,empty,empty,736,0,0,0,1,STABLE,1,0.0859159999999999,57.32,0,0.0
70,Frontier Math (AIME),144,empty,144,144,1,0,1,1,UNSTABLE,15,1.000714,725.5,0,0.0
71,Frontier Math (AIME),57,empty,57,57,1,0,1,1,STABLE,1,0.0614279999999999,40.01,0,0.0
72,Frontier Math (AIME),118,empty,118,118,1,0,1,1,STABLE,1,0.0421459999999999,30.3,0,0.0
73,Frontier Math (AIME),"1, M",empty,"1, M",295,0,0,0,1,UNSTABLE,15,0.908758,756.22,0,0.0
74,Frontier Math (AIME),empty,empty,empty,757,0,0,0,1,UNSTABLE,15,0.7080259999999999,589.78,0,0.0
75,Frontier Math (AIME),108,empty,108,108,1,0,1,1,STABLE,1,0.0388599999999999,34.8,0,0.0
76,Frontier Math (AIME),empty,180,180,180,0,1,1,1,STABLE,1,0.0506279999999999,44.2,0,0.0
77,Frontier Math (AIME),150,150,150,150,1,1,1,1,STABLE,1,0.0217339999999999,15.83,0,0.0
78,Frontier Math (AIME),365,empty,365,365,1,0,1,1,STABLE,1,0.022838,24.33,0,0.0
79,Frontier Math (AIME),empty,empty,empty,80,0,0,0,0,STABLE,1,0.083462,52.06,0,0.0
80,Frontier Math (AIME),350,empty,350,350,1,0,1,1,STABLE,1,0.027646,19.63,0,0.0
81,Frontier Math (AIME),empty,empty,empty,216,0,0,0,1,STABLE,1,0.0639599999999999,46.87,0,0.0
82,Frontier Math (AIME),empty,empty,empty,120,0,0,0,1,UNSTABLE,15,0.6701839999999999,563.98,0,0.0
83,Frontier Math (AIME),17,empty,17,17,1,0,1,1,STABLE,1,0.049642,30.79,0,0.0
84,Frontier Math (AIME),33,{1 \over (xyz)^3} = 2^{13/12}\,33,33,1,0,1,1,STABLE,8,0.4830179999999999,449.68,0,0.0
85,Frontier Math (AIME),cos(nθ) + i sin(nθ),empty,cos(nθ) + i sin(nθ),"1, -1, -1, 1",0,0,0,0,UNSTABLE,15,1.338222,952.35,0,0.0
86,Frontier Math (AIME),52,empty,52,52,1,0,1,1,STABLE,1,0.030368,24.87,0,0.0
87,Frontier Math (AIME),empty,empty,empty,336,0,0,0,1,STABLE,15,0.504864,366.56,0,0.0
88,Frontier Math (AIME),"0,10",empty,"0,10",554,0,0,0,1,UNSTABLE,15,1.003794,789.83,0,0.0
89,Frontier Math (AIME),"30,000, 50,000",empty,"30,000, 50,000","30,000, 50,000",0,0,0,0,STABLE,1,0.060076,44.54,0,0.0
90,Frontier Math (AIME),89,89,89,89,1,1,1,1,STABLE,8,0.381932,330.9,0,0.0
91,Frontier Math (AIME),997,997,997,997,1,1,1,1,STABLE,1,0.0383439999999999,30.12,0,0.0
92,Frontier Math (AIME),empty,empty,empty,7,0,0,0,0,UNSTABLE,15,1.202758,907.34,0,0.0
93,Frontier Math (AIME),empty,empty,empty,753,0,0,0,1,STABLE,12,0.293906,296.2,0,0.0
94,Frontier Math (AIME),727,511,727,511,0,0,0,0,UNSTABLE,15,1.128034,787.06,0,0.0
95,Frontier Math (AIME),676,676,676,676,1,1,1,1,STABLE,1,0.068796,83.68,0,0.0
96,Frontier Math (AIME),21,63,21,21,1,0,1,1,STABLE,8,0.308266,279.51,0,0.0
97,Frontier Math (AIME),"0,1",empty,"0,1",1008,0,0,0,0,UNSTABLE,15,1.375334,1070.65,0,0.0
98,Frontier Math (AIME),463,empty,463,463,1,0,1,1,STABLE,1,0.0453519999999999,29.25,0,0.0
99,Frontier Math (AIME),2a + 2(j-1),empty,2a + 2(j-1),15,0,0,0,1,UNSTABLE,15,0.8804719999999999,722.04,0,0.0
100,Frontier Math (AIME),265,empty,265,265,1,0,1,1,STABLE,1,0.032992,31.54,0,0.0
