Idx,Category,Qwen_Guess,Llama_Guess,Consensus_S1,DASE_Final,Qwen_Acc,Llama_Acc,Consensus_Acc,DASE_Acc,State,Steps,Cost,Duration,Infra_Noise,Infra_Noise_Rate
18,Frontier Math (AIME),987,empty,987,987,1,0,1,1,STABLE,1,0.032748,45.91,0,0.0
19,Frontier Math (AIME),empty,empty,empty,63,0,0,0,1,STABLE,1,0.037104,47.97,0,0.0
20,Frontier Math (AIME),72,4,72,4,1,0,1,0,UNSTABLE,15,0.933728,700.99,0,0.0
21,Frontier Math (AIME),empty,869,869,869,0,1,1,1,STABLE,1,0.0066159999999999,9.34,0,0.0
22,Frontier Math (AIME),empty,empty,empty,112,0,0,0,1,STABLE,1,0.05484,41.35,0,0.0
23,Frontier Math (AIME),13(2u - 7),7,13(2u - 7),EBD,0,0,0,0,UNSTABLE,15,0.733072,676.62,0,0.0
24,Frontier Math (AIME),empty,empty,empty,420,0,0,0,0,UNSTABLE,15,0.6495,538.11,0,0.0
25,Frontier Math (AIME),empty,empty,empty,25,0,0,0,1,STABLE,14,0.1603079999999999,149.19,0,0.0
26,Frontier Math (AIME),89,a + c = 11 + 78 = 89 \,89,89,1,1,1,1,STABLE,8,0.296558,276.62,0,0.0
27,Frontier Math (AIME),36,13 + 13 + 3 = 29,36,13 + 13 + 3 = 29,1,0,1,0,UNSTABLE,15,0.838492,628.77,0,0.0
28,Frontier Math (AIME),empty,21,21,21,0,0,0,0,STABLE,1,0.0079639999999999,17.75,0,0.0
29,Frontier Math (AIME),empty,empty,empty,125,0,0,0,1,UNSTABLE,15,0.7402259999999999,565.49,0,0.0
30,Frontier Math (AIME),913,913,913,913,1,1,1,1,STABLE,1,0.0526299999999999,34.05,0,0.0
31,Frontier Math (AIME),408,408,408,408,1,1,1,1,STABLE,1,0.072186,45.74,0,0.0
32,Frontier Math (AIME),560,empty,560,560,1,0,1,1,STABLE,1,0.06631,43.89,0,0.0
33,Frontier Math (AIME),"0, 999",empty,"0, 999","0, 999",0,0,0,0,STABLE,1,0.0836379999999999,55.94,0,0.0
34,Frontier Math (AIME),340,empty,340,340,1,0,1,1,STABLE,1,0.060838,36.93,0,0.0
35,Frontier Math (AIME),88,empty,88,88,1,0,1,1,STABLE,1,0.0250619999999999,16.76,0,0.0
36,Frontier Math (AIME),625,empty,625,625,1,0,1,1,STABLE,1,0.0429279999999999,39.87,0,0.0
37,Frontier Math (AIME),empty,720,720,729,0,0,0,1,UNSTABLE,15,0.677584,545.32,0,0.0
38,Frontier Math (AIME),empty,empty,empty,259,0,0,0,1,STABLE,12,0.4971979999999999,393.15,0,0.0
39,Frontier Math (AIME),489,931,489,489,1,0,1,1,UNSTABLE,15,0.744378,649.48,0,0.0
40,Frontier Math (AIME),empty,empty,empty,-x + \sqrt{3}y - 5 \right,0,0,0,0,UNSTABLE,15,1.02216,790.52,0,0.0
41,Frontier Math (AIME),empty,empty,empty,13,0,0,0,1,STABLE,11,0.240068,257.85,0,0.0
42,Frontier Math (AIME),200,empty,200,200,1,0,1,1,STABLE,1,0.048426,33.89,0,0.0
43,Frontier Math (AIME),79,empty,79,79,1,0,1,1,STABLE,1,0.0447399999999999,25.5,0,0.0
44,Frontier Math (AIME),463,empty,463,463,1,0,1,1,STABLE,1,0.0276259999999999,25.33,0,0.0
45,Frontier Math (AIME),94,empty,94,94,1,0,1,1,STABLE,1,0.03888,23.07,0,0.0
46,Frontier Math (AIME),empty,empty,empty,29,0,0,0,0,UNSTABLE,15,1.0107959999999998,753.91,0,0.0
47,Frontier Math (AIME),330,empty,330,330,1,0,1,1,UNSTABLE,15,0.378838,387.08,0,0.0
48,Frontier Math (AIME),empty,empty,empty,89,0,0,0,1,STABLE,1,0.0856,51.97,0,0.0
49,Frontier Math (AIME),empty,empty,empty,791,0,0,0,1,UNSTABLE,15,0.719484,620.32,0,0.0
50,Frontier Math (AIME),empty,empty,empty,31,0,0,0,1,STABLE,1,0.0863679999999999,53.53,0,0.0
51,Frontier Math (AIME),52,3,52,52,1,0,1,1,STABLE,12,0.524076,494.02,0,0.0
52,Frontier Math (AIME),"0,1",empty,"0,1","0,1",0,0,0,0,STABLE,1,0.086844,51.23,0,0.0
53,Frontier Math (AIME),"0, 4000",empty,"0, 4000","0, 4000",0,0,0,0,UNSTABLE,15,0.771052,607.67,0,0.0
54,Frontier Math (AIME),empty,empty,empty,61,0,0,0,1,STABLE,10,0.467114,387.01,0,0.0
55,Frontier Math (AIME),(a \mod m) \cdot (b \mod m),522,(a \mod m) \cdot (b \mod m),n(n-1),0,0,0,0,UNSTABLE,15,0.871054,701.85,0,0.0
56,Frontier Math (AIME),empty,empty,empty,270,0,0,0,0,STABLE,1,0.0844839999999999,54.15,0,0.0
57,Frontier Math (AIME),61,empty,61,61,1,0,1,1,UNSTABLE,15,0.8551799999999999,653.18,0,0.0
58,Frontier Math (AIME),empty,empty,empty,936,0,0,0,1,STABLE,1,0.0274459999999999,30.87,0,0.0
59,Frontier Math (AIME),empty,empty,empty,450,0,0,0,1,STABLE,9,0.40408,347.18,0,0.0
60,Frontier Math (AIME),3,3,3,3,0,0,0,0,STABLE,1,0.080522,47.17,0,0.0
61,Frontier Math (AIME),968,968,968,968,1,1,1,1,STABLE,8,0.1197019999999999,126.84,0,0.0
62,Frontier Math (AIME),106,empty,106,106,1,0,1,1,STABLE,1,0.057982,33.66,0,0.0
63,Frontier Math (AIME),113,empty,113,113,1,0,1,1,STABLE,1,0.0481619999999999,29.79,0,0.0
64,Frontier Math (AIME),561,empty,561,561,1,0,1,1,STABLE,1,0.046504,36.67,0,0.0
65,Frontier Math (AIME),98,59,98,98,1,0,1,1,UNSTABLE,15,0.8694919999999999,637.12,0,0.0
66,Frontier Math (AIME),308,empty,308,308,1,0,1,1,STABLE,1,0.0290759999999999,31.11,0,0.0
67,Frontier Math (AIME),"1,1000",empty,"1,1000","1,1000",0,0,0,0,STABLE,1,0.031276,45.0,0,0.0
68,Frontier Math (AIME),515,empty,515,515,1,0,1,1,STABLE,1,0.044626,35.37,0,0.0
69,Frontier Math (AIME),"0, 0.4",empty,"0, 0.4","0, 0.4",0,0,0,0,STABLE,1,0.084216,57.07,0,0.0
70,Frontier Math (AIME),144,empty,144,144,1,0,1,1,UNSTABLE,15,1.009236,797.0,0,0.0
71,Frontier Math (AIME),57,empty,57,57,1,0,1,1,STABLE,1,0.078604,64.26,0,0.0
72,Frontier Math (AIME),empty,133,133,118,0,0,0,1,STABLE,8,0.307034,341.48,0,0.0
73,Frontier Math (AIME),295,empty,295,295,1,0,1,1,UNSTABLE,15,0.971402,779.87,0,0.0
74,Frontier Math (AIME),empty,empty,empty,757,0,0,0,1,UNSTABLE,15,0.8293459999999999,622.73,0,0.0
75,Frontier Math (AIME),empty,empty,empty,108,0,0,0,1,STABLE,9,0.288514,355.76,0,0.0
76,Frontier Math (AIME),180,180,180,180,1,1,1,1,STABLE,1,0.057966,44.68,0,0.0
77,Frontier Math (AIME),150,empty,150,150,1,0,1,1,STABLE,1,0.0212499999999999,15.59,0,0.0
78,Frontier Math (AIME),365,empty,365,365,1,0,1,1,STABLE,1,0.028538,71.69,0,0.0
79,Frontier Math (AIME),empty,empty,empty,80,0,0,0,0,UNSTABLE,15,0.780956,614.19,0,0.0
80,Frontier Math (AIME),empty,empty,empty,350,0,0,0,1,STABLE,1,0.00796,17.41,0,0.0
81,Frontier Math (AIME),216,empty,216,216,1,0,1,1,STABLE,1,0.0789199999999999,54.81,0,0.0
82,Frontier Math (AIME),this 3-digit number,empty,this 3-digit number,this 3-digit number,0,0,0,0,STABLE,1,0.079594,48.97,0,0.0
83,Frontier Math (AIME),17,empty,17,17,1,0,1,1,STABLE,8,0.432524,362.9,0,0.0
84,Frontier Math (AIME),33,x^4y^3z^2 = 2^{-13/12}\,33,33,1,0,1,1,STABLE,8,0.377522,355.61,0,0.0
85,Frontier Math (AIME),"1, -i, -1, i, 1, -i, -1, i, ...",empty,"1, -i, -1, i, 1, -i, -1, i, ...","+, -, -, +",0,0,0,0,UNSTABLE,15,1.395608,1231.03,0,0.0
86,Frontier Math (AIME),52,empty,52,52,1,0,1,1,STABLE,8,0.367704,340.93,0,0.0
87,Frontier Math (AIME),336,empty,336,336,1,0,1,1,STABLE,1,0.048066,27.96,0,0.0
88,Frontier Math (AIME),empty,empty,empty,554,0,0,0,1,UNSTABLE,15,1.212896,1022.68,0,0.0
89,Frontier Math (AIME),empty,empty,empty,601,0,0,0,1,UNSTABLE,15,1.035596,833.9,0,0.0
90,Frontier Math (AIME),89,empty,89,89,1,0,1,1,STABLE,8,0.409624,321.25,0,0.0
91,Frontier Math (AIME),empty,997,997,997,0,1,1,1,STABLE,1,0.05167,33.96,0,0.0
92,Frontier Math (AIME),empty,empty,empty,(64r² - 768r + 2304)/9 + (9r² - 720r + 14400)/16,0,0,0,0,STABLE,1,0.087844,52.54,0,0.0
93,Frontier Math (AIME),753,empty,753,753,1,0,1,1,STABLE,1,0.021276,21.39,0,0.0
94,Frontier Math (AIME),296,511,296,511,0,0,0,0,UNSTABLE,15,0.795528,562.28,0,0.0
95,Frontier Math (AIME),676,676,676,676,1,1,1,1,STABLE,1,0.0428,51.35,0,0.0
96,Frontier Math (AIME),empty,21,21,21,0,1,1,1,STABLE,1,0.019746,23.72,0,0.0
97,Frontier Math (AIME),"-s/2, s/2",empty,"-s/2, s/2",4032,0,0,0,0,UNSTABLE,15,0.8878079999999999,739.58,0,0.0
98,Frontier Math (AIME),463,165,463,463,1,0,1,1,STABLE,8,0.362618,243.81,0,0.0
99,Frontier Math (AIME),empty,15,15,15,0,1,1,1,STABLE,1,0.0066079999999999,19.61,0,0.0
100,Frontier Math (AIME),265,empty,265,265,1,0,1,1,STABLE,1,0.0295719999999999,33.41,0,0.0
