Category,Consensus_S1,DASE_Final,S1_Acc,DASE_Acc,State,Commit_Reason,Steps,Final_X,Spatial_Cost,Alpha_Weight,Cost,Tokens,Duration,Infra_Noise,Infra_Noise_Rate
Frontier Math (AIME),72,72,1,1,STABLE,left_wall,10,-8,0.1,0.2,0.254576,89347,481.94,0,0.0
Frontier Math (AIME),869,869,1,1,STABLE,right_wall,8,8,0.08,0.2,0.066002,25259,134.61,0,0.0
Frontier Math (AIME),112,112,1,1,UNSTABLE,fallback,15,-5,0.15,0.2,0.410824,148305,607.17,0,0.0
Frontier Math (AIME),EBD,EBD,0,0,STABLE,left_wall,8,-8,0.08,0.2,0.267714,94211,386.21,0,0.0
Frontier Math (AIME),420,420,0,0,STABLE,left_wall,8,-8,0.08,0.2,0.191057,66355,351.67,0,0.0
Frontier Math (AIME),25,25,1,1,STABLE,right_wall,10,8,0.1,0.2,0.075187,29201,172.26,0,0.0
Frontier Math (AIME),89,89,1,1,STABLE,right_wall,8,8,0.08,0.2,0.150812,58691,214.2,0,0.0
Frontier Math (AIME),36,36,1,1,STABLE,left_wall,8,-8,0.08,0.2,0.318449,110920,408.29,0,0.0
Frontier Math (AIME),empty,300,0,1,UNSTABLE,fallback,15,1,0.15,0.2,0.244706,91147,472.21,0,0.0
Frontier Math (AIME),125,125,1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.365218,134465,488.37,0,0.0
Frontier Math (AIME),913,913,1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.308621,114859,514.33,0,0.0
Frontier Math (AIME),408,408,1,1,UNSTABLE,fallback,15,5,0.15,0.2,0.476233,173377,671.4,0,0.0
Frontier Math (AIME),560,560,1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.432882,152089,704.93,0,0.0
Frontier Math (AIME),empty,695,0,1,UNSTABLE,fallback,15,-3,0.15,0.2,0.4602,163066,769.34,0,0.0
Frontier Math (AIME),empty,340,0,1,UNSTABLE,fallback,15,3,0.15,0.2,0.311109,110613,608.35,0,0.0
Frontier Math (AIME),88,88,1,1,STABLE,right_wall,8,8,0.08,0.2,0.114579,41404,152.87,0,0.0
Frontier Math (AIME),empty,625,0,1,STABLE,left_wall,8,-8,0.08,0.2,0.278031,96502,365.21,0,0.0
Frontier Math (AIME),empty,729,0,1,STABLE,left_wall,10,-8,0.1,0.2,0.219817,80297,456.27,0,0.0
Frontier Math (AIME),259,259,1,1,STABLE,right_wall,10,8,0.1,0.2,0.229375,84097,380.14,0,0.0
Frontier Math (AIME),empty,489,0,1,UNSTABLE,fallback,15,1,0.15,0.2,0.396868,142191,616.74,0,0.0
Frontier Math (AIME),-x + \sqrt{3}y - 5 \right,108,0,0,STABLE,left_wall,8,-8,0.08,0.2,0.239004,85029,467.09,0,0.0
Frontier Math (AIME),13,13,1,1,STABLE,right_wall,8,8,0.08,0.2,0.098589,37748,240.4,0,0.0
Frontier Math (AIME),200,200,1,1,STABLE,right_wall,10,8,0.1,0.2,0.248336,89681,445.51,0,0.0
Frontier Math (AIME),79,79,1,1,STABLE,right_wall,8,8,0.08,0.2,0.145424,51990,181.63,0,0.0
Frontier Math (AIME),463,463,1,1,STABLE,right_wall,8,8,0.08,0.2,0.103731,39254,169.82,0,0.0
Frontier Math (AIME),94,94,1,1,STABLE,right_wall,8,8,0.08,0.2,0.165363,60490,326.73,0,0.0
Frontier Math (AIME),empty,29,0,0,STABLE,left_wall,10,-8,0.1,0.2,0.319405,112914,521.61,0,0.0
Frontier Math (AIME),330,330,1,1,STABLE,right_wall,14,8,0.14,0.2,0.323071,115113,499.03,0,0.0
Frontier Math (AIME),89,89,1,1,STABLE,left_wall,8,-8,0.08,0.2,0.31518,111912,404.6,0,0.0
Frontier Math (AIME),empty,791,0,1,STABLE,left_wall,8,-8,0.08,0.2,0.120566,43447,339.73,0,0.0
Frontier Math (AIME),41,31,0,1,STABLE,left_wall,8,-8,0.08,0.2,0.328704,119777,370.39,0,0.0
Frontier Math (AIME),52,52,1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.287962,114941,487.73,0,0.0
Frontier Math (AIME),empty,"0,1",0,0,STABLE,left_wall,12,-8,0.12,0.2,0.395126,141312,587.32,0,0.0
Frontier Math (AIME),empty,"0, 4000",0,0,STABLE,left_wall,10,-8,0.1,0.2,0.369174,129601,540.97,0,0.0
Frontier Math (AIME),61,61,1,1,UNSTABLE,fallback,15,-5,0.15,0.2,0.328949,121170,620.94,0,0.0
Frontier Math (AIME),empty,n(n-1),0,0,STABLE,left_wall,10,-8,0.1,0.2,0.343263,123439,408.02,0,0.0
Frontier Math (AIME),270,270,0,0,STABLE,left_wall,8,-8,0.08,0.2,0.147745,54374,341.71,0,0.0
Frontier Math (AIME),61,61,1,1,STABLE,right_wall,14,8,0.14,0.2,0.378864,138412,592.05,0,0.0
Frontier Math (AIME),936,936,1,1,STABLE,right_wall,8,8,0.08,0.2,0.122498,47657,192.63,0,0.0
Frontier Math (AIME),450,450,1,1,STABLE,right_wall,12,8,0.12,0.2,0.311738,118523,418.26,0,0.0
Frontier Math (AIME),3,3,0,0,STABLE,right_wall,10,8,0.1,0.2,0.302636,104920,457.3,0,0.0
Frontier Math (AIME),968,968,1,1,STABLE,right_wall,14,8,0.14,0.2,0.091578,38608,237.55,0,0.0
Frontier Math (AIME),106,106,1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.388098,138642,492.23,0,0.0
Frontier Math (AIME),113,113,1,1,UNSTABLE,fallback,15,5,0.15,0.2,0.307958,115807,494.3,0,0.0
Frontier Math (AIME),561,561,1,1,STABLE,right_wall,12,8,0.12,0.2,0.254578,96520,292.54,0,0.0
Frontier Math (AIME),empty,98,0,1,STABLE,left_wall,8,-8,0.08,0.2,0.169828,62965,309.43,0,0.0
Frontier Math (AIME),308,empty,1,0,STABLE,right_wall,12,8,0.12,0.2,0.302439,109569,463.98,0,0.0
Frontier Math (AIME),"0,0,1,1,0,2,0,1,1,0,0,4","1,1000",0,0,STABLE,left_wall,8,-8,0.08,0.2,0.294523,102815,384.12,0,0.0
Frontier Math (AIME),empty,515,0,1,UNSTABLE,fallback,15,5,0.15,0.2,0.272163,105120,485.94,0,0.0
Frontier Math (AIME),empty,736,0,1,STABLE,left_wall,10,-8,0.1,0.2,0.309117,112045,445.82,0,0.0
Frontier Math (AIME),empty,144,0,1,STABLE,left_wall,14,-8,0.14,0.2,0.348793,127602,550.55,0,0.0
Frontier Math (AIME),57,57,1,1,STABLE,left_wall,12,-8,0.12,0.2,0.300099,109904,485.13,0,0.0
Frontier Math (AIME),empty,118,0,1,STABLE,right_wall,8,8,0.08,0.2,0.150314,56123,187.2,0,0.0
Frontier Math (AIME),295,295,1,1,STABLE,left_wall,8,-8,0.08,0.2,0.215022,78303,329.65,0,0.0
Frontier Math (AIME),empty,757,0,1,UNSTABLE,fallback,15,5,0.15,0.2,0.457204,162417,717.71,0,0.0
Frontier Math (AIME),108,108,1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.241986,95417,381.06,0,0.0
Frontier Math (AIME),180,180,1,1,STABLE,right_wall,12,8,0.12,0.2,0.263056,94197,392.95,0,0.0
Frontier Math (AIME),150,150,1,1,STABLE,right_wall,8,8,0.08,0.2,0.082963,31811,149.23,0,0.0
Frontier Math (AIME),365,365,1,1,STABLE,right_wall,10,8,0.1,0.2,0.188361,69459,250.02,0,0.0
Frontier Math (AIME),empty,empty,0,0,STABLE,right_wall,10,8,0.1,0.2,0.317614,111540,450.23,0,0.0
Frontier Math (AIME),empty,350,0,1,STABLE,right_wall,12,8,0.12,0.2,0.115428,46110,210.95,0,0.0
Frontier Math (AIME),216,216,1,1,STABLE,left_wall,12,-8,0.12,0.2,0.31695,113260,525.49,0,0.0
Frontier Math (AIME),120,120,1,1,STABLE,left_wall,8,-8,0.08,0.2,0.269422,93530,349.27,0,0.0
Frontier Math (AIME),empty,17,0,1,UNSTABLE,fallback,15,3,0.15,0.2,0.272541,102694,550.12,0,0.0
Frontier Math (AIME),33,33,1,1,STABLE,right_wall,8,8,0.08,0.2,0.216503,86701,327.47,0,0.0
Frontier Math (AIME),"1 if n odd, -i if n even","1, -1, -1, 1",0,0,STABLE,left_wall,8,-8,0.08,0.2,0.353843,126448,362.04,0,0.0
Frontier Math (AIME),empty,52,0,1,UNSTABLE,fallback,15,3,0.15,0.2,0.251724,97617,451.04,0,0.0
Frontier Math (AIME),336,336,1,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.319777,114636,531.95,0,0.0
Frontier Math (AIME),empty,554,0,1,STABLE,left_wall,12,-8,0.12,0.2,0.365668,135138,554.2,0,0.0
Frontier Math (AIME),"t^2 - 200t - 20,000 + P",3,0,0,STABLE,left_wall,8,-8,0.08,0.2,0.33312,118076,354.39,0,0.0
Frontier Math (AIME),empty,89,0,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.257182,98136,542.17,0,0.0
Frontier Math (AIME),997,997,1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.32749,118403,505.05,0,0.0
Frontier Math (AIME),16,16,0,0,STABLE,left_wall,8,-8,0.08,0.2,0.300888,107174,360.98,0,0.0
Frontier Math (AIME),empty,753,0,1,UNSTABLE,fallback,15,7,0.15,0.2,0.115771,45912,281.73,0,0.0
Frontier Math (AIME),727,727,0,0,STABLE,left_wall,10,-8,0.1,0.2,0.281239,100227,387.04,0,0.0
Frontier Math (AIME),empty,676,0,1,UNSTABLE,fallback,15,1,0.15,0.2,0.405668,149877,638.99,0,0.0
Frontier Math (AIME),21,21,1,1,STABLE,right_wall,8,8,0.08,0.2,0.145573,56731,207.72,0,0.0
Frontier Math (AIME),ab - ap + bp - p^2,IJKL,0,0,STABLE,left_wall,8,-8,0.08,0.2,0.284457,102013,343.57,0,0.0
Frontier Math (AIME),empty,463,0,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.259378,96037,502.53,0,0.0
Frontier Math (AIME),4n + 2j,2a + 2(j-1),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.28043,98385,356.64,0,0.0
Frontier Math (AIME),265,265,1,1,UNSTABLE,fallback,15,5,0.15,0.2,0.258672,104992,440.49,0,0.0
