Category,Consensus_S1,DASE_Final,S1_Acc,DASE_Acc,State,Commit_Reason,Steps,Final_X,Spatial_Cost,Alpha_Weight,Cost,Tokens,Duration,Infra_Noise,Infra_Noise_Rate
Frontier Math (AIME),empty,61,0,1,STABLE,right_wall,8,4,0.08,0.2,0.215001,78437,286.24,0,0.0
Frontier Math (AIME),empty,936,0,1,STABLE,right_wall,12,4,0.12,0.2,0.238237,90509,366.82,0,0.0
Frontier Math (AIME),450,450,1,1,STABLE,right_wall,10,4,0.1,0.2,0.291523,109879,411.83,0,0.0
Frontier Math (AIME),3,3,0,0,STABLE,right_wall,4,4,0.04,0.2,0.167034,57624,154.18,0,0.0
Frontier Math (AIME),968,968,1,1,STABLE,right_wall,4,4,0.04,0.2,0.044,17594,88.05,0,0.0
Frontier Math (AIME),empty,106,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.04016,16465,126.24,0,0.0
Frontier Math (AIME),186,113,0,1,UNSTABLE,fallback,15,1,0.15,0.2,0.328446,123835,476.33,0,0.0
Frontier Math (AIME),561,561,1,1,STABLE,right_wall,4,4,0.04,0.2,0.093166,35174,79.86,0,0.0
Frontier Math (AIME),empty,98,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.155363,54940,170.75,0,0.0
Frontier Math (AIME),308,308,1,1,STABLE,left_wall,6,-4,0.06,0.2,0.081838,32482,212.52,0,0.0
Frontier Math (AIME),"1,1000","1,1000",0,0,STABLE,left_wall,4,-4,0.04,0.2,0.147668,52178,181.97,0,0.0
Frontier Math (AIME),515,515,1,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.282926,107925,400.11,0,0.0
Frontier Math (AIME),"84,116) $, then $ 232 - x \in (116,148",736,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.151842,54875,164.4,0,0.0
Frontier Math (AIME),"0,47",144,0,1,UNSTABLE,fallback,15,-3,0.15,0.2,0.411054,149495,602.03,0,0.0
Frontier Math (AIME),empty,57,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.030441,13046,186.88,0,0.0
Frontier Math (AIME),118,118,1,1,STABLE,right_wall,4,4,0.04,0.2,0.098337,36364,80.21,0,0.0
Frontier Math (AIME),295,295,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.172004,61193,159.2,0,0.0
Frontier Math (AIME),empty,757,0,1,STABLE,left_wall,6,-4,0.06,0.2,0.088108,33218,258.97,0,0.0
Frontier Math (AIME),108,108,1,1,STABLE,right_wall,4,4,0.04,0.2,0.082349,30966,67.21,0,0.0
Frontier Math (AIME),180,180,1,1,STABLE,right_wall,8,4,0.08,0.2,0.152309,55627,260.01,0,0.0
Frontier Math (AIME),150,150,1,1,STABLE,right_wall,4,4,0.04,0.2,0.048226,18331,95.93,0,0.0
Frontier Math (AIME),365,365,1,1,STABLE,right_wall,6,4,0.06,0.2,0.155131,56592,166.77,0,0.0
Frontier Math (AIME),empty,21,0,0,STABLE,left_wall,8,-4,0.08,0.2,0.211571,75590,362.01,0,0.0
Frontier Math (AIME),350,350,1,1,STABLE,right_wall,4,4,0.04,0.2,0.065979,24906,49.37,0,0.0
Frontier Math (AIME),216,216,1,1,STABLE,right_wall,10,4,0.1,0.2,0.294652,106492,407.56,0,0.0
Frontier Math (AIME),i+1,120,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.101095,35723,182.66,0,0.0
Frontier Math (AIME),empty,17,0,1,STABLE,right_wall,10,4,0.1,0.2,0.199619,75086,304.96,0,0.0
Frontier Math (AIME),33,33,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.084796,34462,158.36,0,0.0
Frontier Math (AIME),"1, -1, -1, 1","1, -1, -1, 1",0,0,STABLE,left_wall,4,-4,0.04,0.2,0.184722,65481,159.51,0,0.0
Frontier Math (AIME),120,52,0,1,STABLE,right_wall,10,4,0.1,0.2,0.163177,63401,295.55,0,0.0
Frontier Math (AIME),"x*0.5 + y*(√3/2), -x*(√3/2) + y*0.5",336,0,1,STABLE,left_wall,10,-4,0.1,0.2,0.223112,79758,361.64,0,0.0
Frontier Math (AIME),empty,554,0,1,STABLE,left_wall,6,-4,0.06,0.2,0.246865,88835,248.82,0,0.0
Frontier Math (AIME),empty,601,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.097577,35991,180.97,0,0.0
Frontier Math (AIME),empty,89,0,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.282485,105548,479.1,0,0.0
Frontier Math (AIME),997,997,1,1,STABLE,left_wall,8,-4,0.08,0.2,0.184238,67318,275.9,0,0.0
Frontier Math (AIME),empty,737,0,1,STABLE,left_wall,12,-4,0.12,0.2,0.353821,128775,506.46,0,0.0
Frontier Math (AIME),empty,753,0,1,STABLE,right_wall,4,4,0.04,0.2,0.053977,21618,104.72,0,0.0
Frontier Math (AIME),"0,1,7,6,4,5,3,2",511,0,0,STABLE,left_wall,6,-4,0.06,0.2,0.246475,86927,236.35,0,0.0
Frontier Math (AIME),empty,676,0,1,STABLE,left_wall,6,-4,0.06,0.2,0.06452,27366,241.08,0,0.0
Frontier Math (AIME),21,21,1,1,STABLE,right_wall,12,4,0.12,0.2,0.251392,96619,281.4,0,0.0
Frontier Math (AIME),"1008, 2016",1680,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.177555,62896,163.78,0,0.0
Frontier Math (AIME),463,463,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.058139,22222,150.08,0,0.0
Frontier Math (AIME),9,15,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.093178,33836,184.17,0,0.0
Frontier Math (AIME),265,265,1,1,STABLE,right_wall,4,4,0.04,0.2,0.089809,34709,104.76,0,0.0
