Idx,Category,Qwen_Acc,Llama_Acc,Consensus_Acc,DASE_Acc,State,Steps,Cost,Duration,Infra_Noise,Infra_Noise_Rate
60,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.006031999999999999,1.36,0,0.0
61,GPQA (High-energy particle physics),1,1,1,1,STABLE,1,0.03041,11.12,0,0.0
62,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.021542,23.74,0,0.0
63,GPQA (Chemistry (general)),0,1,0,1,STABLE,4,0.210482,148.6,0,0.0
64,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.005037999999999999,0.89,0,0.0
65,GPQA (Analytical Chemistry),0,1,0,1,STABLE,14,0.572476,654.71,0,0.0
66,GPQA (Physics (general)),0,1,0,0,STABLE,7,0.349662,321.63,0,0.0
67,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.02,24.06,0,0.0
68,GPQA (Molecular Biology),0,1,0,0,STABLE,4,0.088776,109.54,0,0.0
69,GPQA (Astrophysics),1,1,1,1,STABLE,1,0.02454,29.44,0,0.0
70,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.029196,35.49,0,0.0
71,GPQA (Organic Chemistry),0,0,0,0,STABLE,5,0.45574599999999993,323.24,0,0.0
72,GPQA (High-energy particle physics),1,0,1,0,STABLE,4,0.24570399999999998,254.4,0,0.0
73,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.012136,6.0,0,0.0
74,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.009696,3.53,0,0.0
75,GPQA (Electromagnetism and Photonics),1,1,1,1,STABLE,1,0.027108,14.52,0,0.0
76,GPQA (Astrophysics),1,0,1,1,STABLE,4,0.188098,166.35,0,0.0
77,GPQA (Organic Chemistry),0,0,0,1,STABLE,14,0.415846,288.04,0,0.0
78,GPQA (Quantum Mechanics),0,1,0,1,STABLE,5,0.316494,266.59,0,0.0
79,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.030817999999999998,19.69,0,0.0
80,GPQA (Chemistry (general)),0,0,0,0,STABLE,4,0.069782,43.22,0,0.0
81,GPQA (Organic Chemistry),0,1,0,0,STABLE,5,0.225122,259.54,0,0.0
82,GPQA (Organic Chemistry),0,1,1,1,STABLE,4,0.34077999999999997,267.38,0,0.0
83,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.062436,57.83,0,0.0
84,GPQA (Chemistry (general)),0,0,0,0,STABLE,1,0.090584,69.51,0,0.0
85,GPQA (Genetics),0,0,0,0,STABLE,4,0.06439399999999999,47.05,0,0.0
86,GPQA (Organic Chemistry),0,1,0,1,STABLE,4,0.294344,254.79,0,0.0
87,GPQA (Organic Chemistry),0,0,0,0,STABLE,9,0.719834,583.42,0,0.0
88,GPQA (Genetics),1,1,1,1,STABLE,1,0.02392,17.25,0,0.0
89,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.004004,5.72,0,0.0
90,GPQA (Organic Chemistry),1,1,1,1,STABLE,7,0.43683999999999995,362.33,0,0.0
91,GPQA (Molecular Biology),0,0,0,0,STABLE,1,0.009437999999999998,1.06,0,0.0
92,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.013984,7.59,0,0.0
93,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.012943999999999999,8.46,0,0.0
94,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.00735,0.6,0,0.0
95,GPQA (Genetics),1,1,1,1,STABLE,1,0.012162,4.29,0,0.0
96,GPQA (Condensed Matter Physics),1,1,1,1,STABLE,1,0.05445,61.58,0,0.0
97,GPQA (Organic Chemistry),1,0,1,0,UNSTABLE,15,1.1322139999999998,916.33,0,0.0
98,GPQA (Chemistry (general)),1,0,1,0,UNSTABLE,15,1.116676,861.26,0,0.0
99,GPQA (Organic Chemistry),0,0,0,1,STABLE,9,0.11323,124.77,0,0.0
100,GPQA (Chemistry (general)),1,0,1,1,STABLE,11,0.406014,247.53,0,0.0
101,GPQA (Physics (general)),0,1,1,1,STABLE,1,0.007996,0.75,0,0.0
102,GPQA (Electromagnetism and Photonics),1,1,1,1,STABLE,1,0.015101999999999997,5.26,0,0.0
103,GPQA (Genetics),1,0,1,0,STABLE,13,0.555186,405.34,0,0.0
104,GPQA (Organic Chemistry),0,0,0,0,STABLE,4,0.16795,131.59,0,0.0
105,GPQA (Organic Chemistry),0,0,0,0,STABLE,4,0.176784,133.22,0,0.0
106,GPQA (Chemistry (general)),1,0,1,1,STABLE,11,0.344638,347.94,0,0.0
107,GPQA (Astrophysics),1,0,1,1,STABLE,4,0.108614,82.85,0,0.0
108,GPQA (High-energy particle physics),1,1,1,1,STABLE,1,0.006598,2.66,0,0.0
109,GPQA (High-energy particle physics),1,0,1,0,STABLE,12,0.9096979999999999,652.25,0,0.0
110,GPQA (Quantum Mechanics),1,0,1,1,STABLE,4,0.082258,152.73,0,0.0
111,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.012877999999999999,4.82,0,0.0
112,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.019271999999999997,10.2,0,0.0
113,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.005792,0.55,0,0.0
114,GPQA (Statistical Mechanics),0,1,0,0,STABLE,4,0.138214,97.53,0,0.0
115,GPQA (High-energy particle physics),1,1,1,1,STABLE,1,0.020396,24.45,0,0.0
116,GPQA (Electromagnetism and Photonics),0,1,1,1,STABLE,1,0.088506,76.42,0,0.0
117,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.021276,8.65,0,0.0
118,GPQA (Chemistry (general)),1,1,1,1,STABLE,4,0.203616,144.85,0,0.0
119,GPQA (Quantum Mechanics),0,0,0,0,STABLE,1,0.08677399999999999,52.8,0,0.0
120,GPQA (Quantum Mechanics),1,0,1,0,UNSTABLE,15,0.749,511.05,0,0.0
121,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.007844,0.56,0,0.0
122,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.086436,60.15,0,0.0
123,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.059412,32.75,0,0.0
124,GPQA (Analytical Chemistry),0,0,0,0,STABLE,1,0.010388,0.93,0,0.0
125,GPQA (Organic Chemistry),0,1,1,1,STABLE,1,0.052872,43.01,0,0.0
126,GPQA (Physics (general)),1,1,1,1,STABLE,1,0.027846,12.38,0,0.0
127,GPQA (Molecular Biology),0,0,0,1,STABLE,4,0.081404,85.2,0,0.0
128,GPQA (Astrophysics),1,1,1,1,STABLE,1,0.00766,12.81,0,0.0
129,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.0016079999999999998,7.68,0,0.0
130,GPQA (Molecular Biology),0,0,0,0,STABLE,1,0.001856,11.82,0,0.0
131,GPQA (Organic Chemistry),0,1,1,1,STABLE,1,0.06946599999999999,42.26,0,0.0
132,GPQA (Organic Chemistry),1,0,1,1,STABLE,4,0.30214599999999997,177.83,0,0.0
133,GPQA (Chemistry (general)),0,0,0,0,STABLE,9,0.560214,436.82,0,0.0
134,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.001808,8.87,0,0.0
135,GPQA (Chemistry (general)),0,1,0,1,STABLE,5,0.070864,51.9,0,0.0
136,GPQA (Electromagnetism and Photonics),0,0,0,0,STABLE,1,0.001792,10.8,0,0.0
137,GPQA (Organic Chemistry),0,1,1,1,STABLE,1,0.0015999999999999999,10.7,0,0.0
138,GPQA (Chemistry (general)),0,1,1,1,STABLE,1,0.002764,12.39,0,0.0
139,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.006376,0.64,0,0.0
140,GPQA (Statistical Mechanics),1,1,1,1,STABLE,1,0.040742,27.71,0,0.0
141,GPQA (Organic Chemistry),0,0,0,0,STABLE,5,0.37700999999999996,235.05,0,0.0
142,GPQA (Organic Chemistry),0,1,0,1,STABLE,4,0.17076,139.3,0,0.0
143,GPQA (Relativistic Mechanics),0,0,0,0,STABLE,9,0.439482,349.34,0,0.0
144,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.0052899999999999996,5.34,0,0.0
145,GPQA (Organic Chemistry),0,1,1,1,STABLE,1,0.072174,38.67,0,0.0
146,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.010974,16.13,0,0.0
147,GPQA (Organic Chemistry),0,0,0,1,STABLE,10,0.11081799999999999,114.57,0,0.0
148,GPQA (Physics (general)),0,1,1,1,STABLE,1,0.090416,53.31,0,0.0
149,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.08851,71.15,0,0.0
150,GPQA (Relativistic Mechanics),1,1,1,1,STABLE,1,0.011897999999999999,4.83,0,0.0
151,GPQA (Astrophysics),1,1,1,1,STABLE,1,0.028915999999999997,31.98,0,0.0
152,GPQA (Quantum Mechanics),1,0,1,1,STABLE,4,0.134622,118.95,0,0.0
153,GPQA (Physics (general)),1,0,1,1,STABLE,4,0.145344,88.34,0,0.0
154,GPQA (Organic Chemistry),0,0,0,0,UNSTABLE,15,0.9634419999999999,705.29,0,0.0
155,GPQA (Molecular Biology),0,1,0,1,STABLE,5,0.146148,88.84,0,0.0
156,GPQA (Chemistry (general)),1,0,1,1,STABLE,8,0.515712,422.04,0,0.0
157,GPQA (Quantum Mechanics),1,0,1,1,STABLE,4,0.243292,170.67,0,0.0
158,GPQA (Organic Chemistry),1,0,1,1,STABLE,4,0.22700399999999998,169.82,0,0.0
159,GPQA (Organic Chemistry),0,0,0,0,STABLE,4,0.27116599999999996,206.03,0,0.0
160,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.019814,18.02,0,0.0
161,GPQA (Quantum Mechanics),1,0,1,1,STABLE,4,0.062696,44.6,0,0.0
162,GPQA (Organic Chemistry),1,0,1,0,STABLE,5,0.26943799999999996,238.94,0,0.0
163,GPQA (Quantum Mechanics),1,1,1,1,STABLE,7,0.30889,278.28,0,0.0
164,GPQA (Chemistry (general)),0,0,0,0,STABLE,4,0.121152,54.71,0,0.0
165,GPQA (Molecular Biology),0,1,1,1,STABLE,1,0.092468,43.57,0,0.0
166,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.014196,6.97,0,0.0
167,GPQA (Physics (general)),1,1,1,1,STABLE,1,0.019334,18.98,0,0.0
168,GPQA (Chemistry (general)),1,1,1,1,STABLE,4,0.22108799999999998,171.74,0,0.0
169,GPQA (Organic Chemistry),0,0,0,0,STABLE,4,0.35081399999999996,184.2,0,0.0
170,GPQA (High-energy particle physics),1,0,1,1,STABLE,4,0.167756,156.01,0,0.0
171,GPQA (Genetics),0,1,1,1,STABLE,1,0.02888,40.32,0,0.0
172,GPQA (Molecular Biology),0,1,0,1,STABLE,5,0.073444,39.0,0,0.0
173,GPQA (High-energy particle physics),1,0,1,1,STABLE,4,0.081444,52.48,0,0.0
174,GPQA (Molecular Biology),0,1,0,0,STABLE,4,0.07038599999999999,36.63,0,0.0
175,GPQA (Electromagnetism and Photonics),1,1,1,1,STABLE,1,0.017556,11.92,0,0.0
176,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.010091999999999999,5.38,0,0.0
177,GPQA (Organic Chemistry),0,1,0,1,STABLE,10,0.44534799999999997,315.5,0,0.0
178,GPQA (Astrophysics),0,0,0,0,STABLE,1,0.002288,10.05,0,0.0
179,GPQA (Genetics),0,0,0,0,STABLE,10,0.507854,276.27,0,0.0
180,GPQA (Chemistry (general)),1,0,1,1,STABLE,4,0.09221399999999999,108.19,0,0.0
181,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.001808,9.02,0,0.0
182,GPQA (Physics (general)),0,1,1,1,STABLE,1,0.036267999999999995,40.08,0,0.0
183,GPQA (Astrophysics),0,0,0,0,STABLE,1,0.003136,4.92,0,0.0
184,GPQA (Relativistic Mechanics),0,0,0,0,STABLE,1,0.013004,25.6,0,0.0
185,GPQA (Physics (general)),1,1,1,1,STABLE,1,0.009451999999999999,5.45,0,0.0
186,GPQA (Organic Chemistry),1,1,1,1,STABLE,4,0.23408799999999996,152.26,0,0.0
187,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.020177999999999998,13.27,0,0.0
188,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.02412,11.11,0,0.0
189,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.024092,12.75,0,0.0
190,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.008734,2.52,0,0.0
191,GPQA (Organic Chemistry),0,1,1,0,STABLE,5,0.16746999999999998,126.37,0,0.0
192,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.030486,15.97,0,0.0
193,GPQA (Organic Chemistry),0,0,0,0,STABLE,10,0.463048,386.63,0,0.0
194,GPQA (Electromagnetism and Photonics),0,0,0,0,STABLE,1,0.005932,9.5,0,0.0
195,GPQA (Organic Chemistry),0,1,0,1,STABLE,4,0.233276,178.24,0,0.0
196,GPQA (Physics (general)),0,1,1,1,STABLE,1,0.081418,42.71,0,0.0
197,GPQA (Quantum Mechanics),0,0,0,0,STABLE,14,0.918186,784.65,0,0.0
198,GPQA (High-energy particle physics),0,1,0,1,STABLE,6,0.091778,65.77,0,0.0
199,GPQA (Chemistry (general)),0,1,1,1,STABLE,1,0.013319999999999999,18.81,0,0.0
200,GPQA (Chemistry (general)),0,1,1,1,STABLE,1,0.00637,5.62,0,0.0
201,GPQA (Quantum Mechanics),0,1,0,1,STABLE,4,0.28435,284.72,0,0.0
202,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.025401999999999997,22.62,0,0.0
203,GPQA (Genetics),0,1,0,1,STABLE,4,0.339258,218.65,0,0.0
204,GPQA (Organic Chemistry),0,1,0,0,STABLE,4,0.2069,136.28,0,0.0
205,GPQA (Inorganic Chemistry),1,0,1,1,STABLE,4,0.060092,90.0,0,0.0
206,GPQA (Relativistic Mechanics),0,0,0,1,STABLE,4,0.19579,134.67,0,0.0
207,GPQA (Organic Chemistry),0,1,1,1,STABLE,1,0.066438,41.29,0,0.0
208,GPQA (Organic Chemistry),0,1,1,1,STABLE,4,0.282434,178.7,0,0.0
209,GPQA (High-energy particle physics),1,1,1,1,STABLE,1,0.0078,6.29,0,0.0
210,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.011524,11.29,0,0.0
211,GPQA (Molecular Biology),0,1,1,1,STABLE,1,0.00657,9.29,0,0.0
212,GPQA (Chemistry (general)),0,1,1,1,STABLE,1,0.032422,42.21,0,0.0
213,GPQA (Quantum Mechanics),0,1,1,1,STABLE,1,0.037856,32.66,0,0.0
214,GPQA (High-energy particle physics),0,0,0,0,STABLE,1,0.003152,8.42,0,0.0
215,GPQA (Inorganic Chemistry),0,0,0,0,STABLE,1,0.011184,22.13,0,0.0
216,GPQA (Organic Chemistry),0,1,1,1,STABLE,4,0.03933199999999999,69.42,0,0.0
217,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.055212,37.98,0,0.0
218,GPQA (High-energy particle physics),1,0,1,1,STABLE,4,0.071522,42.37,0,0.0
219,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.016624,9.54,0,0.0
220,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.022591999999999998,11.58,0,0.0
221,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.030945999999999994,24.59,0,0.0
222,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.00577,0.54,0,0.0
223,GPQA (Molecular Biology),0,0,0,0,STABLE,1,0.0061719999999999995,0.56,0,0.0
224,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.008182,4.07,0,0.0
225,GPQA (Chemistry (general)),1,0,1,1,STABLE,4,0.14512199999999997,131.33,0,0.0
226,GPQA (Quantum Mechanics),1,0,1,1,STABLE,4,0.116094,194.54,0,0.0
227,GPQA (High-energy particle physics),0,0,0,0,STABLE,1,0.004532,0.95,0,0.0
228,GPQA (High-energy particle physics),0,1,1,1,STABLE,1,0.08486199999999999,124.57,0,0.0
229,GPQA (Statistical Mechanics),1,0,1,1,STABLE,4,0.14532199999999998,144.33,0,0.0
230,GPQA (Organic Chemistry),1,0,1,1,STABLE,4,0.27567400000000003,197.49,0,0.0
231,GPQA (Genetics),1,1,1,1,STABLE,1,0.004229999999999999,1.06,0,0.0
232,GPQA (Organic Chemistry),0,1,1,1,STABLE,1,0.079026,42.57,0,0.0
233,GPQA (Organic Chemistry),0,1,1,1,STABLE,4,0.257168,181.11,0,0.0
234,GPQA (Molecular Biology),0,1,0,0,STABLE,10,0.148086,175.9,0,0.0
235,GPQA (Chemistry (general)),1,0,1,0,STABLE,12,0.664808,500.36,0,0.0
236,GPQA (Quantum Mechanics),0,1,1,1,STABLE,1,0.002312,8.56,0,0.0
237,GPQA (Chemistry (general)),0,0,0,0,STABLE,1,0.00296,8.95,0,0.0
238,GPQA (High-energy particle physics),0,0,0,0,STABLE,1,0.003944,8.48,0,0.0
239,GPQA (Astrophysics),0,1,1,1,STABLE,1,0.006516,23.72,0,0.0
240,GPQA (Quantum Mechanics),0,1,1,1,STABLE,7,0.48882,363.19,0,0.0
241,GPQA (Genetics),0,0,0,0,STABLE,1,0.079702,45.78,0,0.0
242,GPQA (Physics (general)),1,1,1,1,STABLE,1,0.020886,15.14,0,0.0
243,GPQA (Astrophysics),0,1,0,1,STABLE,7,0.10388399999999999,80.52,0,0.0
244,GPQA (Physics (general)),0,0,0,0,UNSTABLE,15,0.589198,439.07,0,0.0
245,GPQA (High-energy particle physics),1,1,1,1,STABLE,1,0.026024,18.61,0,0.0
246,GPQA (Organic Chemistry),0,0,0,0,STABLE,8,0.487024,345.65,0,0.0
247,GPQA (Quantum Mechanics),0,0,0,0,STABLE,1,0.0027519999999999997,7.85,0,0.0
248,GPQA (Physics (general)),0,0,0,1,STABLE,9,0.255162,236.26,0,0.0
249,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.028718,17.15,0,0.0
250,GPQA (Relativistic Mechanics),1,1,1,1,STABLE,1,0.026043999999999998,18.12,0,0.0
251,GPQA (Physics (general)),1,0,1,1,STABLE,5,0.16610199999999997,130.58,0,0.0
252,GPQA (Molecular Biology),0,1,0,1,STABLE,7,0.769486,339.48,0,0.0
253,GPQA (Quantum Mechanics),0,0,0,0,STABLE,1,0.09399199999999999,63.31,0,0.0
254,GPQA (High-energy particle physics),1,1,1,1,STABLE,1,0.036204,8.83,0,0.0
255,GPQA (Genetics),1,0,1,0,STABLE,5,0.056269999999999994,97.65,0,0.0
256,GPQA (Organic Chemistry),0,0,0,0,STABLE,10,0.682476,427.56,0,0.0
257,GPQA (Inorganic Chemistry),0,0,0,0,STABLE,1,0.007972,38.79,0,0.0
258,GPQA (Organic Chemistry),0,1,1,1,STABLE,1,0.0011359999999999999,9.51,0,0.0
259,GPQA (Quantum Mechanics),0,1,1,1,STABLE,1,0.027735999999999997,42.56,0,0.0
260,GPQA (Molecular Biology),0,1,1,1,STABLE,1,0.00156,9.76,0,0.0
261,GPQA (High-energy particle physics),0,0,0,0,STABLE,1,0.014416,42.96,0,0.0
262,GPQA (Molecular Biology),0,1,1,1,STABLE,1,0.005416,7.94,0,0.0
263,GPQA (Physics (general)),0,0,0,1,STABLE,4,0.089174,103.98,0,0.0
264,GPQA (Molecular Biology),0,0,0,0,UNSTABLE,15,0.38323799999999997,232.2,0,0.0
265,GPQA (Quantum Mechanics),0,1,1,1,STABLE,1,0.08425999999999999,51.45,0,0.0
266,GPQA (Organic Chemistry),0,0,0,0,STABLE,7,0.531794,278.64,0,0.0
267,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.020561999999999997,14.46,0,0.0
268,GPQA (Molecular Biology),0,1,1,1,STABLE,6,0.09457399999999999,90.28,0,0.0
269,GPQA (Physics (general)),0,1,1,1,STABLE,5,0.29579199999999994,353.7,0,0.0
270,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.015210000000000001,7.68,0,0.0
271,GPQA (Astrophysics),1,1,1,1,STABLE,4,0.183658,157.24,0,0.0
272,GPQA (Astrophysics),1,1,1,1,STABLE,4,0.33528199999999997,251.13,0,0.0
273,GPQA (Astrophysics),1,1,1,1,STABLE,1,0.025852,26.71,0,0.0
274,GPQA (Organic Chemistry),1,0,1,1,STABLE,4,0.175388,103.9,0,0.0
275,GPQA (Astrophysics),1,1,1,1,STABLE,1,0.018453999999999998,9.26,0,0.0
276,GPQA (Electromagnetism and Photonics),1,1,1,1,STABLE,1,0.0208,5.7,0,0.0
277,GPQA (Astrophysics),0,0,0,0,STABLE,11,0.662458,448.21,0,0.0
278,GPQA (Organic Chemistry),0,1,0,1,STABLE,14,0.8075319999999999,600.34,0,0.0
279,GPQA (Quantum Mechanics),0,1,1,1,STABLE,1,0.006624,13.44,0,0.0
280,GPQA (Molecular Biology),0,0,0,0,STABLE,1,0.034117999999999996,42.76,0,0.0
281,GPQA (Organic Chemistry),0,1,1,1,STABLE,1,0.002176,10.0,0,0.0
282,GPQA (Organic Chemistry),0,1,1,1,STABLE,1,0.002296,12.71,0,0.0
283,GPQA (Astrophysics),0,0,0,0,STABLE,1,0.009632,39.64,0,0.0
284,GPQA (Molecular Biology),0,0,0,0,STABLE,1,0.0028239999999999997,7.0,0,0.0
285,GPQA (Condensed Matter Physics),0,1,1,1,STABLE,1,0.002536,9.88,0,0.0
286,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.07639599999999999,42.91,0,0.0
287,GPQA (Organic Chemistry),0,1,1,1,STABLE,1,0.081928,44.62,0,0.0
288,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.036404,9.26,0,0.0
289,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.032962,44.83,0,0.0
290,GPQA (Physics (general)),1,0,1,1,STABLE,6,0.23827600000000002,180.54,0,0.0
291,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.037689999999999994,38.92,0,0.0
292,GPQA (Chemistry (general)),0,1,0,0,STABLE,8,0.132214,164.97,0,0.0
293,GPQA (High-energy particle physics),1,1,1,1,STABLE,1,0.040959999999999996,16.39,0,0.0
