Category,Consensus_S1,DASE_Final,S1_Acc,DASE_Acc,State,Commit_Reason,Steps,Final_X,Spatial_Cost,Alpha_Weight,Cost,Tokens,Duration,Infra_Noise,Infra_Noise_Rate
GPQA (Molecular Biology),A,A,0,0,STABLE,left_wall,8,-4,0.08,0.2,0.361703,126557,353.28,0,0.0
GPQA (Condensed Matter Physics),D,A,1,0,STABLE,left_wall,4,-4,0.04,0.2,0.023599,10949,127.43,0,0.0
GPQA (Chemistry (general)),A,A,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.048081,17751,112.15,0,0.0
GPQA (High-energy particle physics),B,B,0,0,STABLE,right_wall,4,4,0.04,0.2,0.087081,29691,107.85,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.046412,17207,68.48,0,0.0
GPQA (Astrophysics),C,B,0,1,STABLE,right_wall,6,4,0.06,0.2,0.074751,28185,112.63,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.054677,19591,86.59,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.036668,13949,17.71,0,0.0
GPQA (Molecular Biology),D,D,0,0,STABLE,right_wall,4,4,0.04,0.2,0.036121,12805,59.65,0,0.0
GPQA (Astrophysics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.069111,25280,58.55,0,0.0
GPQA (High-energy particle physics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.06449,24805,79.8,0,0.0
GPQA (Astrophysics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.04683,18580,69.77,0,0.0
GPQA (Organic Chemistry),C,C,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.177394,61607,171.96,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,8,4,0.08,0.2,0.077519,30251,186.47,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,right_wall,4,4,0.04,0.2,0.088988,31620,116.39,0,0.0
GPQA (Organic Chemistry),3.4,3.4,0,0,STABLE,right_wall,6,4,0.06,0.2,0.160622,55978,217.02,0,0.0
GPQA (Physics (general)),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.065839,26731,141.85,0,0.0
GPQA (Physics (general)),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.080487,29266,77.74,0,0.0
GPQA (Organic Chemistry),A,D,1,0,STABLE,left_wall,12,-4,0.12,0.2,0.337109,119571,464.29,0,0.0
GPQA (Chemistry (general)),C,C,1,1,STABLE,right_wall,10,4,0.1,0.2,0.153331,56126,268.4,0,0.0
GPQA (Organic Chemistry),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.057853,20943,105.07,0,0.0
GPQA (High-energy particle physics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.018992,7000,47.98,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.024055,8873,16.41,0,0.0
GPQA (High-energy particle physics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.090684,32966,58.43,0,0.0
GPQA (Chemistry (general)),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.05764,22632,54.09,0,0.0
GPQA (Chemistry (general)),B,D,0,1,STABLE,right_wall,6,4,0.06,0.2,0.125335,44817,145.16,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.02051,7958,67.75,0,0.0
GPQA (Analytical Chemistry),B,C,1,0,UNSTABLE,fallback,15,-1,0.15,0.2,0.280308,101421,374.82,0,0.0
GPQA (Physics (general)),C,C,0,0,STABLE,right_wall,8,4,0.08,0.2,0.177148,64681,244.25,0,0.0
GPQA (Chemistry (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.061238,24584,89.69,0,0.0
GPQA (Molecular Biology),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.044064,16353,49.04,0,0.0
GPQA (Astrophysics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.083288,29768,98.2,0,0.0
GPQA (Chemistry (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.076298,27602,100.61,0,0.0
GPQA (Organic Chemistry),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.136261,47245,174.98,0,0.0
GPQA (High-energy particle physics),B,C,1,0,STABLE,right_wall,4,4,0.04,0.2,0.088964,31648,131.63,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.026384,9856,95.3,0,0.0
GPQA (Organic Chemistry),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.037037,13789,32.26,0,0.0
GPQA (Electromagnetism and Photonics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.070956,26886,65.66,0,0.0
GPQA (Astrophysics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.111083,41787,113.11,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,10,4,0.1,0.2,0.133067,49765,150.83,0,0.0
GPQA (Quantum Mechanics),(A) 0.25,A,0,0,STABLE,left_wall,10,-4,0.1,0.2,0.294364,105777,409.71,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,8,4,0.08,0.2,0.14061,51306,230.03,0,0.0
GPQA (Chemistry (general)),B,B,0,0,STABLE,right_wall,4,4,0.04,0.2,0.041427,15168,48.11,0,0.0
GPQA (Organic Chemistry),A,A,0,0,STABLE,right_wall,12,4,0.12,0.2,0.255418,91442,354.37,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.129882,44951,175.01,0,0.0
GPQA (Organic Chemistry),D,D,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.088716,34169,170.65,0,0.0
GPQA (Chemistry (general)),D,D,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.18429,65193,172.58,0,0.0
GPQA (Genetics),C,B,0,0,STABLE,left_wall,6,-4,0.06,0.2,0.026652,10879,202.91,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.16367,56898,165.52,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,left_wall,6,-4,0.06,0.2,0.140195,49876,242.33,0,0.0
GPQA (Genetics),D,D,1,1,STABLE,right_wall,6,4,0.06,0.2,0.077965,29509,133.92,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.029232,11190,41.79,0,0.0
GPQA (Organic Chemistry),C,D,0,1,STABLE,right_wall,4,4,0.04,0.2,0.144886,51099,165.46,0,0.0
GPQA (Molecular Biology),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.038924,15048,68.18,0,0.0
GPQA (Quantum Mechanics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.087565,31114,133.99,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.040727,14884,32.68,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.043514,16340,60.62,0,0.0
GPQA (Genetics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.046161,17400,66.0,0,0.0
GPQA (Condensed Matter Physics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.112525,39209,133.04,0,0.0
GPQA (Organic Chemistry),B,A,1,0,STABLE,left_wall,10,-4,0.1,0.2,0.246469,89260,405.03,0,0.0
GPQA (Chemistry (general)),D,D,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.154638,53766,167.23,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,right_wall,10,4,0.1,0.2,0.082572,32097,169.89,0,0.0
GPQA (Chemistry (general)),C,B,1,0,STABLE,left_wall,10,-4,0.1,0.2,0.212118,75778,277.45,0,0.0
GPQA (Physics (general)),A,A,1,1,STABLE,right_wall,6,4,0.06,0.2,0.075746,27892,78.35,0,0.0
GPQA (Electromagnetism and Photonics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.042932,16847,66.18,0,0.0
GPQA (Genetics),D,D,1,1,STABLE,left_wall,6,-4,0.06,0.2,0.183196,65145,202.32,0,0.0
GPQA (Organic Chemistry),D,D,0,0,STABLE,right_wall,4,4,0.04,0.2,0.087838,31175,145.25,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,right_wall,4,4,0.04,0.2,0.060429,22584,128.84,0,0.0
GPQA (Chemistry (general)),A,B,1,0,STABLE,right_wall,4,4,0.04,0.2,0.060749,23860,59.4,0,0.0
GPQA (Astrophysics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.051226,19531,54.65,0,0.0
GPQA (High-energy particle physics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.027977,9977,24.54,0,0.0
GPQA (High-energy particle physics),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.172134,60063,166.88,0,0.0
GPQA (Quantum Mechanics),B,B,1,1,STABLE,right_wall,8,4,0.08,0.2,0.121868,51137,287.48,0,0.0
GPQA (Quantum Mechanics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.033031,11913,25.0,0,0.0
GPQA (Chemistry (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.09118,32498,102.22,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.024745,9071,15.64,0,0.0
GPQA (Statistical Mechanics),D,D,0,0,STABLE,right_wall,4,4,0.04,0.2,0.066023,24902,67.89,0,0.0
GPQA (High-energy particle physics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.053598,19932,55.69,0,0.0
GPQA (Electromagnetism and Photonics),B,B,1,1,STABLE,left_wall,8,-4,0.08,0.2,0.320056,113512,379.97,0,0.0
GPQA (Organic Chemistry),C,C,0,0,STABLE,right_wall,8,4,0.08,0.2,0.086259,32009,245.58,0,0.0
GPQA (Chemistry (general)),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.124169,45312,142.88,0,0.0
GPQA (Quantum Mechanics),A,A,0,0,STABLE,left_wall,12,-4,0.12,0.2,0.343089,121871,561.7,0,0.0
GPQA (Quantum Mechanics),B,B,0,0,STABLE,right_wall,4,4,0.04,0.2,0.076331,27609,108.14,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.03303,12535,31.5,0,0.0
GPQA (Organic Chemistry),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.177545,61024,189.12,0,0.0
GPQA (Organic Chemistry),C,C,0,0,STABLE,right_wall,14,4,0.14,0.2,0.334551,120760,540.45,0,0.0
GPQA (Analytical Chemistry),A,A,0,0,STABLE,right_wall,4,4,0.04,0.2,0.041139,15557,68.24,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.14027,48723,181.29,0,0.0
GPQA (Physics (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.076798,28256,75.44,0,0.0
GPQA (Molecular Biology),C,B,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.030914,12728,139.72,0,0.0
GPQA (Astrophysics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.084169,29706,115.49,0,0.0
GPQA (Organic Chemistry),Ph₃P⁺–CH(CH₂CH₃)CH₂CH₃,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.170507,59167,183.05,0,0.0
GPQA (Molecular Biology),B,B,0,0,STABLE,right_wall,8,4,0.08,0.2,0.049973,19247,183.3,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.127247,44771,162.0,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,right_wall,6,4,0.06,0.2,0.175241,62375,239.18,0,0.0
GPQA (Chemistry (general)),C,C,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.08684,33160,181.54,0,0.0
GPQA (Organic Chemistry),C,C,0,0,STABLE,right_wall,6,4,0.06,0.2,0.148165,53236,164.25,0,0.0
GPQA (Chemistry (general)),B,D,0,1,STABLE,right_wall,4,4,0.04,0.2,0.058977,22233,113.12,0,0.0
GPQA (Electromagnetism and Photonics),C,A,1,0,STABLE,left_wall,8,-4,0.08,0.2,0.284905,99430,365.03,0,0.0
GPQA (Organic Chemistry),2.2.2,A,0,1,UNSTABLE,fallback,15,1,0.15,0.2,0.328537,119542,577.35,0,0.0
GPQA (Chemistry (general)),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.045207,16580,58.67,0,0.0
GPQA (Chemistry (general)),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.030245,11502,30.31,0,0.0
GPQA (Statistical Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.096712,35005,92.99,0,0.0
GPQA (Organic Chemistry),D,C,1,0,STABLE,left_wall,4,-4,0.04,0.2,0.12565,43895,182.0,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,right_wall,6,4,0.06,0.2,0.130501,46326,231.18,0,0.0
GPQA (Relativistic Mechanics),D,D,0,0,STABLE,left_wall,14,-4,0.14,0.2,0.423854,151622,620.34,0,0.0
GPQA (Chemistry (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.01525,5815,73.17,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.121667,42175,161.23,0,0.0
GPQA (Quantum Mechanics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.05293,20058,67.08,0,0.0
GPQA (Organic Chemistry),C,B,0,1,STABLE,right_wall,6,4,0.06,0.2,0.044664,17344,46.01,0,0.0
GPQA (Physics (general)),A,A,1,1,STABLE,right_wall,8,4,0.08,0.2,0.308073,111602,364.21,0,0.0
GPQA (Organic Chemistry),A,C,1,0,STABLE,left_wall,4,-4,0.04,0.2,0.087776,32788,174.97,0,0.0
GPQA (Relativistic Mechanics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.045782,16778,59.94,0,0.0
GPQA (Astrophysics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.068178,25628,90.46,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.066849,25438,62.58,0,0.0
GPQA (Physics (general)),C,C,1,1,STABLE,right_wall,8,4,0.08,0.2,0.158253,57763,226.04,0,0.0
GPQA (Organic Chemistry),C,C,1,1,STABLE,left_wall,8,-4,0.08,0.2,0.192901,69568,308.85,0,0.0
GPQA (Molecular Biology),A,C,0,1,STABLE,right_wall,4,4,0.04,0.2,0.054836,20183,47.37,0,0.0
GPQA (Chemistry (general)),A,A,1,1,STABLE,left_wall,10,-4,0.1,0.2,0.25589,92330,388.19,0,0.0
GPQA (Quantum Mechanics),C,C,1,1,STABLE,right_wall,6,4,0.06,0.2,0.161308,57827,213.6,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.132216,46035,171.83,0,0.0
GPQA (Organic Chemistry),D,D,0,0,STABLE,left_wall,6,-4,0.06,0.2,0.101684,37610,251.95,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.067481,24634,70.48,0,0.0
GPQA (Quantum Mechanics),D,D,1,1,STABLE,right_wall,8,4,0.08,0.2,0.077164,28721,116.21,0,0.0
GPQA (Organic Chemistry),C,C,0,0,STABLE,left_wall,6,-4,0.06,0.2,0.245163,85888,258.33,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,12,4,0.12,0.2,0.163925,61654,326.22,0,0.0
GPQA (Chemistry (general)),C,C,0,0,STABLE,right_wall,6,4,0.06,0.2,0.092577,35116,102.36,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.195838,68588,195.54,0,0.0
GPQA (Quantum Mechanics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.054909,20015,94.48,0,0.0
GPQA (Physics (general)),D,D,1,1,STABLE,right_wall,10,4,0.1,0.2,0.149603,57779,211.68,0,0.0
GPQA (Chemistry (general)),OH⁻,C,0,1,STABLE,right_wall,6,4,0.06,0.2,0.114632,43046,211.19,0,0.0
GPQA (Organic Chemistry),"3,3","3,3",0,0,STABLE,left_wall,10,-4,0.1,0.2,0.341963,117767,455.6,0,0.0
GPQA (High-energy particle physics),C,A,0,1,UNSTABLE,fallback,15,1,0.15,0.2,0.291803,112706,408.69,0,0.0
GPQA (Genetics),A,D,0,1,UNSTABLE,fallback,15,1,0.15,0.2,0.430291,154427,619.03,0,0.0
GPQA (Molecular Biology),D,A,0,1,STABLE,right_wall,4,4,0.04,0.2,0.032346,12192,22.02,0,0.0
GPQA (High-energy particle physics),A,A,1,1,STABLE,right_wall,6,4,0.06,0.2,0.070486,26182,132.25,0,0.0
GPQA (Molecular Biology),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.034288,12925,24.81,0,0.0
GPQA (Electromagnetism and Photonics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.044833,17268,89.78,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.033884,12823,24.95,0,0.0
GPQA (Organic Chemistry),D,C,0,1,STABLE,left_wall,8,-4,0.08,0.2,0.207646,74063,269.47,0,0.0
GPQA (Astrophysics),C,C,1,1,STABLE,right_wall,6,4,0.06,0.2,0.135508,51285,153.99,0,0.0
GPQA (Genetics),D,D,0,0,UNSTABLE,fallback,15,-3,0.15,0.2,0.307092,112538,440.18,0,0.0
GPQA (Chemistry (general)),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.100138,36512,117.88,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.11026,38642,123.58,0,0.0
GPQA (Physics (general)),C,C,1,1,STABLE,right_wall,6,4,0.06,0.2,0.145994,54835,243.13,0,0.0
GPQA (Astrophysics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.117881,43074,110.15,0,0.0
GPQA (Relativistic Mechanics),C,C,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.087316,34639,185.95,0,0.0
GPQA (Physics (general)),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.037587,14190,21.81,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.13533,47386,131.32,0,0.0
GPQA (Chemistry (general)),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.047035,17729,115.48,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.10397,36833,143.58,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.066211,24038,101.65,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.035978,13509,76.87,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,right_wall,4,4,0.04,0.2,0.055754,20208,54.21,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.061038,23157,99.92,0,0.0
GPQA (Organic Chemistry),C,C,0,0,STABLE,left_wall,6,-4,0.06,0.2,0.193014,67481,247.1,0,0.0
GPQA (Electromagnetism and Photonics),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.039174,14780,106.04,0,0.0
GPQA (Organic Chemistry),D,A,0,1,STABLE,left_wall,12,-4,0.12,0.2,0.313372,110493,466.28,0,0.0
GPQA (Physics (general)),B,B,1,1,STABLE,left_wall,12,-4,0.12,0.2,0.332678,118855,514.8,0,0.0
GPQA (Quantum Mechanics),C,C,0,0,STABLE,left_wall,14,-4,0.14,0.2,0.400603,145314,664.74,0,0.0
GPQA (High-energy particle physics),B,B,0,0,STABLE,right_wall,4,4,0.04,0.2,0.032521,12099,40.59,0,0.0
GPQA (Chemistry (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.057025,22100,52.95,0,0.0
GPQA (Chemistry (general)),C,D,1,0,UNSTABLE,fallback,15,1,0.15,0.2,0.21824,82062,173.08,0,0.0
GPQA (Quantum Mechanics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.130114,45756,179.71,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.055965,20355,130.8,0,0.0
GPQA (Genetics),ATCGTACGATG,B,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.170068,58799,186.77,0,0.0
GPQA (Organic Chemistry),A,B,0,1,STABLE,left_wall,6,-4,0.06,0.2,0.131262,47487,262.1,0,0.0
GPQA (Inorganic Chemistry),D,C,0,1,STABLE,right_wall,6,4,0.06,0.2,0.098355,37476,147.19,0,0.0
GPQA (Relativistic Mechanics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.108647,39104,117.68,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.095125,34124,140.03,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.126623,43324,197.39,0,0.0
GPQA (High-energy particle physics),C,C,1,1,STABLE,right_wall,8,4,0.08,0.2,0.091052,33363,202.13,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.075525,27818,91.3,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.032219,12238,56.82,0,0.0
GPQA (Chemistry (general)),C,C,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.174735,61524,194.12,0,0.0
GPQA (Quantum Mechanics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.099907,36707,116.93,0,0.0
GPQA (High-energy particle physics),C,C,0,0,STABLE,right_wall,10,4,0.1,0.2,0.24086,84406,392.4,0,0.0
GPQA (Inorganic Chemistry),A,B,1,0,STABLE,left_wall,4,-4,0.04,0.2,0.125698,46543,201.39,0,0.0
GPQA (Organic Chemistry),3.5,D,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.141349,48217,185.54,0,0.0
GPQA (Quantum Mechanics),D,D,1,1,STABLE,right_wall,6,4,0.06,0.2,0.134069,51315,220.08,0,0.0
GPQA (High-energy particle physics),D,C,0,1,STABLE,right_wall,6,4,0.06,0.2,0.048165,18119,94.3,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.051799,18571,54.06,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.066785,24815,83.71,0,0.0
