Category,S1_Acc,DASE_Acc,State,Commit_Reason,Steps,Final_X,Spatial_Cost,Alpha_Weight,Cost,Tokens,Duration,Infra_Noise,Infra_Noise_Rate
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.556225,111245,585.21,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,5,0.15,0.2,0.53658,107316,606.77,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,7,0.15,0.2,0.694525,138905,640.27,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.3807,76140,426.61,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.275875,55175,398.16,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.352755,70551,391.24,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.462395,92479,507.42,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,10,-8,0.1,0.2,0.475075,95015,454.74,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,8,8,0.08,0.2,0.372745,74549,367.09,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,14,-8,0.14,0.2,0.314075,62815,543.98,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,12,8,0.12,0.2,0.566905,113381,529.73,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.2365,47300,345.36,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,10,8,0.1,0.2,0.23891,47782,262.89,0,0.0
Frontier Math (AIME),1,0,STABLE,right_wall,14,8,0.14,0.2,0.45056,90112,523.32,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,12,8,0.12,0.2,0.4915,98300,437.4,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.370815,74163,488.61,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,12,8,0.12,0.2,0.540815,108163,442.95,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,12,8,0.12,0.2,0.57988,115976,529.5,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,-5,0.15,0.2,0.37126,74252,639.82,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,12,-8,0.12,0.2,0.528085,105617,560.64,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,8,8,0.08,0.2,0.42355,84710,387.29,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,-5,0.15,0.2,0.554295,110859,713.28,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.34011,68022,316.82,0,0.0
Frontier Math (AIME),0,0,UNSTABLE,fallback,15,5,0.15,0.2,0.59234,118468,656.46,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,12,-8,0.12,0.2,0.435665,87133,560.21,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.42386,84772,404.91,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.257075,51415,382.64,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.439525,87905,384.26,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,12,8,0.12,0.2,0.41577,83154,510.42,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.472825,94565,466.52,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.480765,96153,574.16,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,10,8,0.1,0.2,0.42418,84836,456.76,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,8,8,0.08,0.2,0.146575,29315,169.86,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,12,-8,0.12,0.2,0.456265,91253,546.05,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.544665,108933,552.02,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.40932,81864,346.61,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,10,-8,0.1,0.2,0.4886,97720,441.35,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,14,8,0.14,0.2,0.40917,81834,697.25,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.433045,86609,392.76,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,12,8,0.12,0.2,0.339255,67851,390.01,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,8,-8,0.08,0.2,0.327245,65449,376.6,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.700795,140159,682.96,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,14,-8,0.14,0.2,0.44129,88258,631.2,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,5,0.15,0.2,0.46978,93956,494.4,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,3,0.15,0.2,0.68929,137858,701.49,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,10,8,0.1,0.2,0.363695,72739,467.71,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,14,8,0.14,0.2,0.41295,82590,437.66,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,8,8,0.08,0.2,0.311365,62273,310.17,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,12,8,0.12,0.2,0.25732,51464,331.27,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.567025,113405,528.67,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,14,8,0.14,0.2,0.620465,124093,678.44,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,12,8,0.12,0.2,0.306295,61259,341.91,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,14,-8,0.14,0.2,0.51315,102630,610.45,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,10,-8,0.1,0.2,0.423515,84703,474.18,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,10,8,0.1,0.2,0.30634,61268,357.12,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.499705,99941,520.17,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.47367,94734,376.04,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,8,8,0.08,0.2,0.1659,33180,260.09,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,7,0.15,0.2,0.63296,126592,632.57,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.27565,55130,377.58,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.343655,68731,365.38,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,12,8,0.12,0.2,0.424205,84841,458.34,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.496125,99225,452.42,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,8,8,0.08,0.2,0.21759,43518,386.12,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,5,0.15,0.2,0.36761,73522,379.29,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,10,-8,0.1,0.2,0.426,85200,492.11,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.405955,81191,438.03,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,8,8,0.08,0.2,0.26004,52008,265.19,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.38804,77608,397.93,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,12,8,0.12,0.2,0.477695,95539,476.55,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.254155,50831,354.47,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,1,0.15,0.2,0.476575,95315,505.41,0,0.0
